Province/State,Country/Region,Lat,Long,variable,value,Status
,Ethiopia,9.145,40.4897,1/22/20,0,Confirmed
,Sudan,12.8628,30.2176,1/22/20,0,Confirmed
,Guinea,9.9456,-9.6966,1/22/20,0,Confirmed
,Aruba,12.5211,-69.9683,1/22/20,0,Confirmed
Grand Princess,Canada,37.6489,-122.6655,1/22/20,0,Confirmed
,Kenya,-0.0236,37.9062,1/22/20,0,Confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0,Confirmed
Alabama,US,32.3182,-86.9023,1/22/20,0,Confirmed
,Uruguay,-32.5228,-55.7658,1/22/20,0,Confirmed
,Ghana,7.9465,-1.0232,1/22/20,0,Confirmed
Puerto Rico,US,18.2208,-66.5901,1/22/20,0,Confirmed
,Jersey,49.19,-2.11,1/22/20,0,Confirmed
,Namibia,-22.9576,18.4904,1/22/20,0,Confirmed
,Seychelles,-4.6796,55.492,1/22/20,0,Confirmed
,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,Confirmed
,Venezuela,6.4238,-66.5897,1/22/20,0,Confirmed
,Eswatini,-26.5225,31.4659,1/22/20,0,Confirmed
,Gabon,-0.8037,11.6094,1/22/20,0,Confirmed
,Guatemala,15.7835,-90.2308,1/22/20,0,Confirmed
,Guernsey,49.45,-2.58,1/22/20,0,Confirmed
,Mauritania,21.0079,10.9408,1/22/20,0,Confirmed
,Rwanda,-1.9403,29.8739,1/22/20,0,Confirmed
,Saint Lucia,13.9094,-60.9789,1/22/20,0,Confirmed
,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,Confirmed
,Suriname,3.9193,-56.0278,1/22/20,0,Confirmed
,occupied Palestinian territory,31.9522,35.2332,1/22/20,0,Confirmed
French Guiana,France,3.9339,-53.1258,1/22/20,0,Confirmed
Guam,US,13.4443,144.7937,1/22/20,0,Confirmed
,Kosovo,42.6026,20.903000000000002,1/22/20,0,Confirmed
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/20,0,Confirmed
Prince Edward Island,Canada,46.5107,-63.4168,1/22/20,0,Confirmed
,Central African Republic,6.6111,20.9394,1/22/20,0,Confirmed
,Congo (Brazzaville),-4.0383,21.7587,1/22/20,0,Confirmed
,Equatorial Guinea,1.5,10.0,1/22/20,0,Confirmed
Mayotte,France,-12.8275,45.1662,1/22/20,0,Confirmed
,Uzbekistan,41.3775,64.5853,1/22/20,0,Confirmed
Netherlands,Netherlands,52.1326,5.2913,1/22/20,0,Confirmed
,French Guiana,3.9339,-53.1258,1/22/20,0,Confirmed
Nova Scotia,Canada,44.681999999999995,-63.7443,1/22/20,0,Confirmed
Guadeloupe,France,16.25,-61.5833,1/22/20,0,Confirmed
,Guam,13.4443,144.7937,1/22/20,0,Confirmed
,Puerto Rico,18.2,-66.5,1/22/20,0,Confirmed
,Benin,9.3077,2.3158,1/22/20,0,Confirmed
,Greenland,71.7069,-42.6043,1/22/20,0,Confirmed
,Liberia,6.4281,-9.4295,1/22/20,0,Confirmed
,Mayotte,-12.8275,45.1662,1/22/20,0,Confirmed
Curacao,Netherlands,12.1696,-68.99,1/22/20,0,Confirmed
,Republic of the Congo,-1.44,15.556,1/22/20,0,Confirmed
,Somalia,5.1521,46.1996,1/22/20,0,Confirmed
,Tanzania,-6.369,34.8888,1/22/20,0,Confirmed
,The Bahamas,24.25,-76.0,1/22/20,0,Confirmed
Virgin Islands,US,18.3358,-64.8963,1/22/20,0,Confirmed
Cayman Islands,United Kingdom,19.3133,-81.2546,1/22/20,0,Confirmed
,Thailand,15.0,101.0,1/23/20,3,Confirmed
,Japan,36.0,138.0,1/23/20,1,Confirmed
,Singapore,1.2833,103.8333,1/23/20,1,Confirmed
,Nepal,28.1667,84.25,1/23/20,0,Confirmed
,Malaysia,2.5,112.5,1/23/20,0,Confirmed
British Columbia,Canada,49.2827,-123.1207,1/23/20,0,Confirmed
New South Wales,Australia,-33.8688,151.2093,1/23/20,0,Confirmed
Victoria,Australia,-37.8136,144.9631,1/23/20,0,Confirmed
Queensland,Australia,-28.0167,153.4,1/23/20,0,Confirmed
,Cambodia,11.55,104.9167,1/23/20,0,Confirmed
,Sri Lanka,7.0,81.0,1/23/20,0,Confirmed
,Germany,51.0,9.0,1/23/20,0,Confirmed
,Finland,64.0,26.0,1/23/20,0,Confirmed
,United Arab Emirates,24.0,54.0,1/23/20,0,Confirmed
,Philippines,13.0,122.0,1/23/20,0,Confirmed
,India,21.0,78.0,1/23/20,0,Confirmed
,Italy,43.0,12.0,1/23/20,0,Confirmed
,Sweden,63.0,16.0,1/23/20,0,Confirmed
,Spain,40.0,-4.0,1/23/20,0,Confirmed
South Australia,Australia,-34.9285,138.6007,1/23/20,0,Confirmed
,Belgium,50.8333,4.0,1/23/20,0,Confirmed
,Egypt,26.0,30.0,1/23/20,0,Confirmed
From Diamond Princess,Australia,35.4437,139.638,1/23/20,0,Confirmed
,Lebanon,33.8547,35.8623,1/23/20,0,Confirmed
,Iraq,33.0,44.0,1/23/20,0,Confirmed
,Oman,21.0,57.0,1/23/20,0,Confirmed
,Afghanistan,33.0,65.0,1/23/20,0,Confirmed
,Bahrain,26.0275,50.55,1/23/20,0,Confirmed
,Kuwait,29.5,47.75,1/23/20,0,Confirmed
,Algeria,28.0339,1.6596,1/23/20,0,Confirmed
,Croatia,45.1,15.2,1/23/20,0,Confirmed
,Switzerland,46.8182,8.2275,1/23/20,0,Confirmed
,Austria,47.5162,14.5501,1/23/20,0,Confirmed
,Israel,31.0,35.0,1/23/20,0,Confirmed
,Pakistan,30.3753,69.3451,1/23/20,0,Confirmed
,Brazil,-14.235,-51.9253,1/23/20,0,Confirmed
,Georgia,42.3154,43.3569,1/23/20,0,Confirmed
,Greece,39.0742,21.8243,1/23/20,0,Confirmed
,North Macedonia,41.6086,21.7453,1/23/20,0,Confirmed
,Norway,60.472,8.4689,1/23/20,0,Confirmed
,Romania,45.9432,24.9668,1/23/20,0,Confirmed
,Estonia,58.5953,25.0136,1/23/20,0,Confirmed
,San Marino,43.9424,12.4578,1/23/20,0,Confirmed
,Belarus,53.7098,27.9534,1/23/20,0,Confirmed
,Iceland,64.9631,-19.0208,1/23/20,0,Confirmed
,Lithuania,55.1694,23.8813,1/23/20,0,Confirmed
,Mexico,23.6345,-102.5528,1/23/20,0,Confirmed
,New Zealand,-40.9006,174.886,1/23/20,0,Confirmed
,Nigeria,9.082,8.6753,1/23/20,0,Confirmed
Western Australia,Australia,-31.9505,115.8605,1/23/20,0,Confirmed
,Ireland,53.1424,-7.6921,1/23/20,0,Confirmed
,Luxembourg,49.8153,6.1296,1/23/20,0,Confirmed
,Monaco,43.7333,7.4167,1/23/20,0,Confirmed
,Qatar,25.3548,51.1839,1/23/20,0,Confirmed
,Ecuador,-1.8312,-78.1834,1/23/20,0,Confirmed
,Azerbaijan,40.1431,47.5769,1/23/20,0,Confirmed
,Armenia,40.0691,45.0382,1/23/20,0,Confirmed
,Dominican Republic,18.7357,-70.1627,1/23/20,0,Confirmed
,Indonesia,-0.7893,113.9213,1/23/20,0,Confirmed
,Portugal,39.3999,-8.2245,1/23/20,0,Confirmed
,Andorra,42.5063,1.5218,1/23/20,0,Confirmed
Tasmania,Australia,-41.4545,145.9707,1/23/20,0,Confirmed
,Latvia,56.8796,24.6032,1/23/20,0,Confirmed
,Morocco,31.7917,-7.0926,1/23/20,0,Confirmed
,Saudi Arabia,24.0,45.0,1/23/20,0,Confirmed
,Senegal,14.4974,-14.4524,1/23/20,0,Confirmed
,Argentina,-38.4161,-63.6167,1/23/20,0,Confirmed
,Chile,-35.6751,-71.543,1/23/20,0,Confirmed
,Jordan,31.24,36.51,1/23/20,0,Confirmed
,Ukraine,48.3794,31.1656,1/23/20,0,Confirmed
,Hungary,47.1625,19.5033,1/23/20,0,Confirmed
Northern Territory,Australia,-12.4634,130.8456,1/23/20,0,Confirmed
,Liechtenstein,47.14,9.55,1/23/20,0,Confirmed
,Poland,51.9194,19.1451,1/23/20,0,Confirmed
,Tunisia,34.0,9.0,1/23/20,0,Confirmed
,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0,Confirmed
,Slovenia,46.1512,14.9955,1/23/20,0,Confirmed
,South Africa,-30.5595,22.9375,1/23/20,0,Confirmed
,Bhutan,27.5142,90.4336,1/23/20,0,Confirmed
,Cameroon,3.8480000000000003,11.5021,1/23/20,0,Confirmed
,Colombia,4.5709,-74.2973,1/23/20,0,Confirmed
,Costa Rica,9.7489,-83.7534,1/23/20,0,Confirmed
,Peru,-9.19,-75.0152,1/23/20,0,Confirmed
,Serbia,44.0165,21.0059,1/23/20,0,Confirmed
,Slovakia,48.669,19.699,1/23/20,0,Confirmed
,Togo,8.6195,0.8248,1/23/20,0,Confirmed
,Malta,35.9375,14.3754,1/23/20,0,Confirmed
,Martinique,14.6415,-61.0242,1/23/20,0,Confirmed
,Bulgaria,42.7339,25.4858,1/23/20,0,Confirmed
,Maldives,3.2028,73.2207,1/23/20,0,Confirmed
,Bangladesh,23.685,90.3563,1/23/20,0,Confirmed
,Paraguay,-23.4425,-58.4438,1/23/20,0,Confirmed
Ontario,Canada,51.2538,-85.3232,1/23/20,0,Confirmed
Alberta,Canada,53.9333,-116.5765,1/23/20,0,Confirmed
Quebec,Canada,52.9399,-73.5491,1/23/20,0,Confirmed
,Albania,41.1533,20.1683,1/23/20,0,Confirmed
,Cyprus,35.1264,33.4299,1/23/20,0,Confirmed
,Brunei,4.5353,114.7277,1/23/20,0,Confirmed
Washington,US,47.4009,-121.4905,1/23/20,0,Confirmed
New York,US,42.1657,-74.9481,1/23/20,0,Confirmed
California,US,36.1162,-119.6816,1/23/20,0,Confirmed
Massachusetts,US,42.2302,-71.5301,1/23/20,0,Confirmed
Diamond Princess,US,35.4437,139.638,1/23/20,0,Confirmed
Grand Princess,US,37.6489,-122.6655,1/23/20,0,Confirmed
Georgia,US,33.0406,-83.6431,1/23/20,0,Confirmed
Colorado,US,39.0598,-105.3111,1/23/20,0,Confirmed
Florida,US,27.7663,-81.6868,1/23/20,0,Confirmed
New Jersey,US,40.2989,-74.521,1/23/20,0,Confirmed
Oregon,US,44.571999999999996,-122.0709,1/23/20,0,Confirmed
Texas,US,31.0545,-97.5635,1/23/20,0,Confirmed
Illinois,US,40.3495,-88.9861,1/23/20,0,Confirmed
Pennsylvania,US,40.5908,-77.2098,1/23/20,0,Confirmed
Iowa,US,42.0115,-93.2105,1/23/20,0,Confirmed
Maryland,US,39.0639,-76.8021,1/23/20,0,Confirmed
North Carolina,US,35.6301,-79.8064,1/23/20,0,Confirmed
South Carolina,US,33.8569,-80.945,1/23/20,0,Confirmed
Tennessee,US,35.7478,-86.6923,1/23/20,0,Confirmed
Virginia,US,37.7693,-78.17,1/23/20,0,Confirmed
Arizona,US,33.7298,-111.4312,1/23/20,0,Confirmed
Indiana,US,39.8494,-86.2583,1/23/20,0,Confirmed
Kentucky,US,37.6681,-84.6701,1/23/20,0,Confirmed
District of Columbia,US,38.8974,-77.0268,1/23/20,0,Confirmed
Nevada,US,38.3135,-117.0554,1/23/20,0,Confirmed
New Hampshire,US,43.4525,-71.5639,1/23/20,0,Confirmed
Minnesota,US,45.6945,-93.9002,1/23/20,0,Confirmed
Nebraska,US,41.1254,-98.2681,1/23/20,0,Confirmed
Ohio,US,40.3888,-82.7649,1/23/20,0,Confirmed
Rhode Island,US,41.6809,-71.5118,1/23/20,0,Confirmed
Wisconsin,US,44.2685,-89.6165,1/23/20,0,Confirmed
Connecticut,US,41.5978,-72.7554,1/23/20,0,Confirmed
Hawaii,US,21.0943,-157.4983,1/23/20,0,Confirmed
Oklahoma,US,35.5653,-96.9289,1/23/20,0,Confirmed
Utah,US,40.15,-111.8624,1/23/20,0,Confirmed
,Burkina Faso,12.2383,-1.5616,1/23/20,0,Confirmed
,Holy See,41.9029,12.4534,1/23/20,0,Confirmed
,Mongolia,46.8625,103.8467,1/23/20,0,Confirmed
,Panama,8.538,-80.7821,1/23/20,0,Confirmed
Kansas,US,38.5266,-96.7265,1/23/20,0,Confirmed
Louisiana,US,31.1695,-91.8678,1/23/20,0,Confirmed
Missouri,US,38.4561,-92.2884,1/23/20,0,Confirmed
Vermont,US,44.0459,-72.7107,1/23/20,0,Confirmed
Alaska,US,61.3707,-152.4044,1/23/20,0,Confirmed
Arkansas,US,34.9697,-92.3731,1/23/20,0,Confirmed
Delaware,US,39.3185,-75.5071,1/23/20,0,Confirmed
Idaho,US,44.2405,-114.4788,1/23/20,0,Confirmed
Maine,US,44.6939,-69.3819,1/23/20,0,Confirmed
Michigan,US,43.3266,-84.5361,1/23/20,0,Confirmed
Mississippi,US,32.7416,-89.6787,1/23/20,0,Confirmed
Montana,US,46.9219,-110.4544,1/23/20,0,Confirmed
New Mexico,US,34.8405,-106.2485,1/23/20,0,Confirmed
North Dakota,US,47.5289,-99.78399999999999,1/23/20,0,Confirmed
South Dakota,US,44.2998,-99.4388,1/23/20,0,Confirmed
West Virginia,US,38.4912,-80.9545,1/23/20,0,Confirmed
Wyoming,US,42.756,-107.3025,1/23/20,0,Confirmed
Hubei,China,30.9756,112.2707,1/23/20,444,Confirmed
,Iran,32.0,53.0,1/23/20,0,Confirmed
,"Korea, South",36.0,128.0,1/23/20,1,Confirmed
France,France,46.2276,2.2137,1/23/20,0,Confirmed
Guangdong,China,23.3417,113.4244,1/23/20,32,Confirmed
Henan,China,33.882,113.61399999999999,1/23/20,5,Confirmed
Zhejiang,China,29.1832,120.0934,1/23/20,27,Confirmed
Hunan,China,27.6104,111.7088,1/23/20,9,Confirmed
Anhui,China,31.8257,117.2264,1/23/20,9,Confirmed
Jiangxi,China,27.614,115.7221,1/23/20,7,Confirmed
Shandong,China,36.3427,118.1498,1/23/20,6,Confirmed
Diamond Princess,Cruise Ship,35.4437,139.638,1/23/20,0,Confirmed
Jiangsu,China,32.9711,119.455,1/23/20,5,Confirmed
Chongqing,China,30.0572,107.874,1/23/20,9,Confirmed
Sichuan,China,30.6171,102.7103,1/23/20,8,Confirmed
Heilongjiang,China,47.861999999999995,127.7615,1/23/20,2,Confirmed
Denmark,Denmark,56.2639,9.5018,1/23/20,0,Confirmed
Beijing,China,40.1824,116.4142,1/23/20,22,Confirmed
Shanghai,China,31.201999999999998,121.4491,1/23/20,16,Confirmed
Hebei,China,39.549,116.1306,1/23/20,1,Confirmed
Fujian,China,26.0789,117.9874,1/23/20,5,Confirmed
Guangxi,China,23.8298,108.7881,1/23/20,5,Confirmed
Shaanxi,China,35.1917,108.8701,1/23/20,3,Confirmed
Yunnan,China,24.974,101.48700000000001,1/23/20,2,Confirmed
Hainan,China,19.1959,109.7453,1/23/20,5,Confirmed
Guizhou,China,26.8154,106.8748,1/23/20,3,Confirmed
Tianjin,China,39.3054,117.323,1/23/20,4,Confirmed
Shanxi,China,37.5777,112.2922,1/23/20,1,Confirmed
Gansu,China,37.8099,101.0583,1/23/20,2,Confirmed
Hong Kong,China,22.3,114.2,1/23/20,2,Confirmed
Liaoning,China,41.2956,122.6085,1/23/20,3,Confirmed
Jilin,China,43.6661,126.1923,1/23/20,1,Confirmed
,Czechia,49.8175,15.472999999999999,1/23/20,0,Confirmed
Xinjiang,China,41.1129,85.2401,1/23/20,2,Confirmed
Inner Mongolia,China,44.0935,113.9448,1/23/20,0,Confirmed
Ningxia,China,37.2692,106.1655,1/23/20,1,Confirmed
,Taiwan*,23.7,121.0,1/23/20,1,Confirmed
,Vietnam,16.0,108.0,1/23/20,2,Confirmed
,Russia,60.0,90.0,1/23/20,0,Confirmed
Qinghai,China,35.7452,95.9956,1/23/20,0,Confirmed
Macau,China,22.1667,113.55,1/23/20,2,Confirmed
,Moldova,47.4116,28.3699,1/23/20,0,Confirmed
,Bolivia,-16.2902,-63.5887,1/23/20,0,Confirmed
Faroe Islands,Denmark,61.8926,-6.9118,1/23/20,0,Confirmed
St Martin,France,18.0708,-63.0501,1/23/20,0,Confirmed
,Honduras,15.2,-86.2419,1/23/20,0,Confirmed
Channel Islands,United Kingdom,49.3723,-2.3644,1/23/20,0,Confirmed
New Brunswick,Canada,46.5653,-66.4619,1/23/20,0,Confirmed
Tibet,China,31.6927,88.0924,1/23/20,0,Confirmed
,Congo (Kinshasa),-4.0383,21.7587,1/23/20,0,Confirmed
,Cote d'Ivoire,7.54,-5.5471,1/23/20,0,Confirmed
Saint Barthelemy,France,17.9,-62.8333,1/23/20,0,Confirmed
,Jamaica,18.1096,-77.2975,1/23/20,0,Confirmed
,Reunion,-21.1151,55.5364,1/23/20,0,Confirmed
,Turkey,38.9637,35.2433,1/23/20,0,Confirmed
Gibraltar,United Kingdom,36.1408,-5.3536,1/23/20,0,Confirmed
"Kitsap, WA",US,47.6477,-122.6413,1/23/20,0,Confirmed
"Solano, CA",US,38.3105,-121.9018,1/23/20,0,Confirmed
"Santa Cruz, CA",US,37.0454,-121.958,1/23/20,0,Confirmed
"Napa, CA",US,38.5025,-122.2654,1/23/20,0,Confirmed
"Ventura, CA",US,34.3705,-119.1391,1/23/20,0,Confirmed
"Worcester, MA",US,42.4097,-71.8571,1/23/20,0,Confirmed
"Gwinnett, GA",US,33.9191,-84.0167,1/23/20,0,Confirmed
"DeKalb, GA",US,33.7956,-84.2279,1/23/20,0,Confirmed
"Floyd, GA",US,37.5455,-82.7779,1/23/20,0,Confirmed
"Fayette, GA",US,33.4502,-84.4803,1/23/20,0,Confirmed
"Gregg, TX",US,32.4893,-94.8521,1/23/20,0,Confirmed
"Monmouth, NJ",US,40.2589,-74.124,1/23/20,0,Confirmed
"Burlington, NJ",US,40.0712,-74.8649,1/23/20,0,Confirmed
"Camden, NJ",US,39.9259,-75.1196,1/23/20,0,Confirmed
"Passaic, NJ",US,40.8568,-74.1285,1/23/20,0,Confirmed
"Union, NJ",US,40.6976,-74.2632,1/23/20,0,Confirmed
"Eagle, CO",US,39.6553,-106.8287,1/23/20,0,Confirmed
"Larimer, CO",US,40.6956,-105.5943,1/23/20,0,Confirmed
"Arapahoe, CO",US,39.6203,-104.3326,1/23/20,0,Confirmed
"Gunnison, CO",US,38.5458,-106.9253,1/23/20,0,Confirmed
"Kane, IL",US,41.9879,-88.4016,1/23/20,0,Confirmed
"Monroe, PA",US,41.0458,-75.2479,1/23/20,0,Confirmed
"Philadelphia, PA",US,39.9526,-75.1652,1/23/20,0,Confirmed
"Norfolk, VA",US,36.8508,-76.2859,1/23/20,0,Confirmed
"Arlington, VA",US,38.8816,-77.09100000000001,1/23/20,0,Confirmed
"Spotsylvania, VA",US,38.2042,-77.6078,1/23/20,0,Confirmed
"Loudoun, VA",US,39.0768,-77.6536,1/23/20,0,Confirmed
"Prince George's, MD",US,38.7849,-76.8721,1/23/20,0,Confirmed
"Pottawattamie, IA",US,41.3912,-95.4778,1/23/20,0,Confirmed
"Camden, NC",US,34.2465,-80.607,1/23/20,0,Confirmed
"Pima, AZ",US,32.0575,-111.6661,1/23/20,0,Confirmed
"Noble, IN",US,41.4277,-85.355,1/23/20,0,Confirmed
"Adams, IN",US,39.8522,-77.2865,1/23/20,0,Confirmed
"Boone, IN",US,40.0106,-86.4997,1/23/20,0,Confirmed
"Dane, WI",US,43.0186,-89.5498,1/23/20,0,Confirmed
"Pierce, WI",US,44.7509,-92.3814,1/23/20,0,Confirmed
"Cuyahoga, OH",US,41.4339,-81.6758,1/23/20,0,Confirmed
"Weber, UT",US,41.2603,-111.9522,1/23/20,0,Confirmed
"Bennington County, VT",US,43.0279,-73.135,1/23/20,0,Confirmed
"Carver County, MN",US,44.8254,-93.7842,1/23/20,0,Confirmed
"Charlotte County, FL",US,26.8946,-81.9098,1/23/20,0,Confirmed
"Cherokee County, GA",US,34.2515,-84.4803,1/23/20,0,Confirmed
"Collin County, TX",US,33.1795,-96.493,1/23/20,0,Confirmed
"Jefferson County, KY",US,38.1938,-85.6435,1/23/20,0,Confirmed
"Jefferson Parish, LA",US,29.6499,-90.1121,1/23/20,0,Confirmed
"Shasta County, CA",US,40.7909,-121.8474,1/23/20,0,Confirmed
"Spartanburg County, SC",US,34.8606,-81.9535,1/23/20,0,Confirmed
"Harrison County, KY",US,38.4333,-84.3542,1/23/20,0,Confirmed
"Johnson County, IA",US,41.6699,-91.5984,1/23/20,0,Confirmed
"Berkshire County, MA",US,42.3118,-73.1822,1/23/20,0,Confirmed
"Davidson County, TN",US,36.1343,-86.822,1/23/20,0,Confirmed
"Douglas County, OR",US,43.1261,-123.2492,1/23/20,0,Confirmed
"Fresno County, CA",US,36.9859,-119.2321,1/23/20,0,Confirmed
"Harford County, MD",US,39.5839,-76.3637,1/23/20,0,Confirmed
"Hendricks County, IN",US,39.8065,-86.5401,1/23/20,0,Confirmed
"Hudson County, NJ",US,40.7453,-74.0535,1/23/20,0,Confirmed
"Johnson County, KS",US,38.8454,-94.8521,1/23/20,0,Confirmed
"Kittitas County, WA",US,47.175,-120.9319,1/23/20,0,Confirmed
"Manatee County, FL",US,27.4799,-82.3452,1/23/20,0,Confirmed
"Marion County, OR",US,44.8446,-122.5927,1/23/20,0,Confirmed
"Okaloosa County, FL",US,30.5773,-86.6611,1/23/20,0,Confirmed
"Polk County, GA",US,34.0132,-85.1479,1/23/20,0,Confirmed
"Riverside County, CA",US,33.9533,-117.3961,1/23/20,0,Confirmed
"Shelby County, TN",US,35.1269,-89.9253,1/23/20,0,Confirmed
"St. Louis County, MO",US,38.6103,-90.4125,1/23/20,0,Confirmed
"Suffolk County, NY",US,40.9849,-72.6151,1/23/20,0,Confirmed
"Ulster County, NY",US,41.8586,-74.3118,1/23/20,0,Confirmed
"Volusia County, FL",US,29.028000000000002,-81.0755,1/23/20,0,Confirmed
"Fairfax County, VA",US,38.9085,-77.2405,1/23/20,0,Confirmed
"Rockingham County, NH",US,42.9931,-71.0498,1/23/20,0,Confirmed
"Washington, D.C.",US,38.9072,-77.0369,1/23/20,0,Confirmed
"Montgomery County, PA",US,40.229,-75.3879,1/23/20,0,Confirmed
"Alameda County, CA",US,37.6017,-121.7195,1/23/20,0,Confirmed
"Broward County, FL",US,26.1901,-80.3659,1/23/20,0,Confirmed
"Lee County, FL",US,26.663,-81.9535,1/23/20,0,Confirmed
"Pinal County, AZ",US,32.8162,-111.2845,1/23/20,0,Confirmed
"Rockland County, NY",US,41.1489,-73.983,1/23/20,0,Confirmed
"Saratoga County, NY",US,43.0324,-73.936,1/23/20,0,Confirmed
"Charleston County, SC",US,32.7957,-79.7848,1/23/20,0,Confirmed
"Clark County, WA",US,45.7466,-122.5194,1/23/20,0,Confirmed
"Cobb County, GA",US,33.8999,-84.5641,1/23/20,0,Confirmed
"Davis County, UT",US,40.9629,-112.0953,1/23/20,0,Confirmed
"El Paso County, CO",US,38.9108,-104.4723,1/23/20,0,Confirmed
"Honolulu County, HI",US,21.307,-157.8584,1/23/20,0,Confirmed
"Jackson County, OR ",US,42.3345,-122.7647,1/23/20,0,Confirmed
"Jefferson County, WA",US,47.7425,-123.304,1/23/20,0,Confirmed
"Kershaw County, SC",US,34.3672,-80.5883,1/23/20,0,Confirmed
"Klamath County, OR",US,42.6953,-121.6142,1/23/20,0,Confirmed
"Madera County, CA",US,37.2519,-119.6963,1/23/20,0,Confirmed
"Pierce County, WA",US,47.0676,-122.1295,1/23/20,0,Confirmed
"Tulsa County, OK",US,36.1593,-95.941,1/23/20,0,Confirmed
"Douglas County, CO",US,39.2587,-104.9389,1/23/20,0,Confirmed
"Providence County, RI",US,41.8882,-71.4774,1/23/20,0,Confirmed
"Chatham County, NC",US,35.7211,-79.1781,1/23/20,0,Confirmed
"Delaware County, PA",US,39.9078,-75.3879,1/23/20,0,Confirmed
"Douglas County, NE",US,41.3148,-96.1951,1/23/20,0,Confirmed
"Fayette County, KY",US,38.0606,-84.4803,1/23/20,0,Confirmed
"Marion County, IN",US,39.8362,-86.1752,1/23/20,0,Confirmed
"Middlesex County, MA",US,42.4672,-71.2874,1/23/20,0,Confirmed
"Nassau County, NY",US,40.6546,-73.5594,1/23/20,0,Confirmed
"Ramsey County, MN",US,44.9964,-93.0616,1/23/20,0,Confirmed
"Washoe County, NV",US,40.5608,-119.6035,1/23/20,0,Confirmed
"Wayne County, PA",US,41.6739,-75.2479,1/23/20,0,Confirmed
"Yolo County, CA",US,38.7646,-121.9018,1/23/20,0,Confirmed
"Santa Clara County, CA",US,37.3541,-121.9552,1/23/20,0,Confirmed
"Clark County, NV",US,36.0796,-115.094,1/23/20,0,Confirmed
"Fort Bend County, TX",US,29.5693,-95.8143,1/23/20,0,Confirmed
"Grant County, WA",US,47.1981,-119.3732,1/23/20,0,Confirmed
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,1/23/20,0,Confirmed
"Williamson County, TN",US,35.9179,-86.8622,1/23/20,0,Confirmed
"New York County, NY",US,40.7128,-74.006,1/23/20,0,Confirmed
"Montgomery County, MD",US,39.1547,-77.2405,1/23/20,0,Confirmed
"Suffolk County, MA",US,42.3601,-71.0589,1/23/20,0,Confirmed
"Denver County, CO",US,39.7392,-104.9903,1/23/20,0,Confirmed
"Summit County, CO",US,39.5912,-106.064,1/23/20,0,Confirmed
"Bergen County, NJ",US,40.9263,-74.077,1/23/20,0,Confirmed
"Harris County, TX",US,29.7752,-95.3103,1/23/20,0,Confirmed
"San Francisco County, CA",US,37.7749,-122.4194,1/23/20,0,Confirmed
"Contra Costa County, CA",US,37.8534,-121.9018,1/23/20,0,Confirmed
"Orange County, CA",US,33.7879,-117.8531,1/23/20,0,Confirmed
"Norfolk County, MA",US,42.1767,-71.1449,1/23/20,0,Confirmed
"Maricopa County, AZ",US,33.2918,-112.4291,1/23/20,0,Confirmed
"Wake County, NC",US,35.8032,-78.5661,1/23/20,0,Confirmed
"Westchester County, NY",US,41.122,-73.7949,1/23/20,0,Confirmed
"Grafton County, NH",US,43.9088,-71.82600000000001,1/23/20,0,Confirmed
"Hillsborough, FL",US,27.9904,-82.3018,1/23/20,0,Confirmed
"Placer County, CA",US,39.0916,-120.8039,1/23/20,0,Confirmed
"San Mateo, CA",US,37.563,-122.3255,1/23/20,0,Confirmed
"Sonoma County, CA",US,38.578,-122.9888,1/23/20,0,Confirmed
"Umatilla, OR",US,45.775,-118.7606,1/23/20,0,Confirmed
"Fulton County, GA",US,33.8034,-84.3963,1/23/20,0,Confirmed
"Washington County, OR",US,45.547,-123.1386,1/23/20,0,Confirmed
"Snohomish County, WA",US,48.033,-121.8339,1/23/20,0,Confirmed
"Humboldt County, CA",US,40.745,-123.8695,1/23/20,0,Confirmed
"Sacramento County, CA",US,38.4747,-121.3542,1/23/20,0,Confirmed
"San Diego County, CA",US,32.7157,-117.1611,1/23/20,0,Confirmed
"San Benito, CA",US,36.5761,-120.9876,1/23/20,0,Confirmed
"Los Angeles, CA",US,34.0522,-118.2437,1/23/20,0,Confirmed
"King County, WA",US,47.6062,-122.3321,1/23/20,1,Confirmed
"Cook County, IL",US,41.7377,-87.6976,1/23/20,0,Confirmed
"Skagit, WA",US,48.4242,-121.7114,1/23/20,0,Confirmed
"Thurston, WA",US,46.8646,-122.7696,1/23/20,0,Confirmed
"Island, WA",US,48.1976,-122.5795,1/23/20,0,Confirmed
"Whatcom, WA",US,48.8787,-121.9719,1/23/20,0,Confirmed
"Marin, CA",US,38.0834,-122.7633,1/23/20,0,Confirmed
"Calaveras, CA",US,38.196,-120.6805,1/23/20,0,Confirmed
"Stanislaus, CA",US,37.5091,-120.9876,1/23/20,0,Confirmed
"San Joaquin, CA",US,36.6066,-120.189,1/23/20,0,Confirmed
"Essex, MA",US,42.632,-70.7829,1/23/20,0,Confirmed
"Charlton, GA",US,30.7917,-82.0843,1/23/20,0,Confirmed
"Collier, FL",US,26.07,-81.4279,1/23/20,0,Confirmed
